Time,Light
4359,16
4360,15
4361,14
4362,15
4363,15
4364,14
4365,15
4366,14
4367,15
4368,16
4369,16
4370,14
4371,15
4372,15
4373,14
4374,13
4375,15
4376,15
4377,14
4378,13
4379,13
4380,13
4381,14
4382,14
4383,15
4384,14
4385,15
4386,14
4387,14
4388,15
4389,14
4390,15
4391,14
4392,15
4393,16
4394,16
4395,16
4396,16
4397,17
4398,16
4399,20
4400,20
4401,20
4402,20
4403,19
4404,19
4405,20
4406,21
4407,20
4408,21
4409,21
4410,22
4411,22
4412,24
4413,23
4414,25
4415,23
4416,25
4417,26
4418,25
4419,25
4420,24
4421,26
4422,24
4423,27
4424,27
4425,26
4426,26
4427,26
4428,24
4429,24
4430,22
4431,24
4432,22
4433,22
4434,21
4435,23
4436,20
4437,20
4438,21
4439,21
4440,19
4441,19
4442,19
4443,20
4444,18
4445,19
4446,18
4447,17
4448,16
4449,17
4450,18
4451,18
4452,18
4453,17
4454,17
4455,17
4456,17
4457,18
4458,18
4459,17
4460,17
4461,15
4462,16
4463,15
4464,15
4465,14
4466,15
4467,15
4468,15
4469,15
4470,15
4471,13
4472,15
4473,13
4474,12
4475,14
4476,13
4477,15
4478,15
4479,15
4480,17
4481,16
4482,16
4483,17
4484,19
4485,18
4486,19
4487,21
4488,22
4489,21
4490,23
4491,23
4492,23
4493,23
4494,25
4495,25
4496,25
4497,26
4498,26
4499,28
4500,28
4501,28
4502,27
4503,29
4504,30
4505,30
4506,30
4507,30
4508,31
4509,31
4510,31
4511,31
4512,31
4513,33
4514,32
4515,32
4516,33
4517,34
4518,32
4519,34
4520,33
4521,35
4522,33
4523,35
4524,35
4525,35
4526,35
4527,37
4528,37
4529,38
4530,37
4531,40
4532,39
4533,41
4534,40
4535,43
4536,43
4537,42
4538,42
4539,45
4540,45
4541,44
4542,44
4543,45
4544,47
4545,45
4546,46
4547,47
4548,47
4549,48
4550,49
4551,49
4552,48
4553,48
4554,50
4555,49
4556,50
4557,49
4558,50
4559,50
4560,50
4561,50
4562,49
4563,49
4564,49
4565,49
4566,48
4567,50
4568,50
4569,49
4570,49
4571,49
4572,48
4573,48
4574,47
4575,48
4576,48
4577,48
4578,47
4579,46
4580,46
4581,47
4582,47
4583,47
4584,47
4585,46
4586,47
4587,47
4588,47
4589,46
4590,47
4591,48
4592,48
4593,49
4594,50
4595,50
4596,49
4597,51
4598,53
4599,52
4600,54
4601,55
4602,55
4603,54
4604,55
4605,57
4606,58
4607,57
4608,56
4609,57
4610,57
4611,58
4612,58
4613,59
4614,59
4615,60
4616,59
4617,61
